Player,Nation,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Straight,Cmp,Off,Blocks,Position 1,Position 2
Valentin Gendrey,FRA,Lecce,it Serie A,23 years,33.8,1380,1030,347,31,4,2,61,316,0,0,0,0,1031,3,32,Defender,
Denis Genreau,AUS,Toulouse,fr Ligue 1,24 years,5.2,205,197,8,1,2,0,7,2,0,0,0,0,148,0,15,Midfielder,Forward
Yannick Gerhardt,GER,Wolfsburg,de Bundesliga,29 years,18.1,756,716,39,9,2,2,27,24,0,0,0,0,585,1,24,Midfielder,Defender
Anwar El Ghazi,NED,Mainz 05,de Bundesliga,28 years,0.6,22,22,0,0,0,0,1,0,0,0,0,0,15,0,1,Midfielder,Defender
Farés Ghedjemis,FRA,Frosinone,it Serie A,20 years,2.0,61,60,1,0,0,0,6,1,0,0,0,0,48,0,3,Forward,Midfielder
Saman Ghoddos,IRN,Brentford,eng Premier League,29 years,8.2,448,370,74,15,0,3,42,34,24,10,10,0,325,4,8,Defender,
Lautaro Gianetti,ARG,Udinese,it Serie A,29 years,7.0,300,291,9,6,0,0,0,3,0,0,0,0,263,0,4,Defender,
Morgan Gibbs-White,ENG,Nottingham Forest,eng Premier League,23 years,35.1,1482,1257,214,91,17,17,182,5,97,42,45,0,1046,11,30,Midfielder,Forward
Samuel Gigot,FRA,Marseille,fr Ligue 1,29 years,19.2,964,882,81,42,2,0,6,5,0,0,0,0,846,1,7,Defender,
Bryan Gil,ESP,Tottenham,eng Premier League,22 years,2.3,157,155,2,0,0,0,11,2,0,0,0,0,127,0,7,Forward,Midfielder
David Gil,ESP,Cádiz,es La Liga,29 years,4.1,152,74,78,30,0,0,0,0,0,0,0,0,78,0,0,Goalkeeper,
Mario Gila,ESP,Lazio,it Serie A,22 years,20.1,1294,1209,81,45,4,16,8,18,0,0,0,0,1161,4,7,Defender,
Alfie Gilchrist,ENG,Chelsea,eng Premier League,19 years,2.3,141,121,19,3,0,0,1,16,0,0,0,0,121,1,0,Defender,
Ryan Giles,ENG,Luton Town,eng Premier League,23 years,5.6,218,157,61,6,0,0,49,41,14,6,8,0,140,0,8,Defender,Midfielder
Billy Gilmour,SCO,Brighton,eng Premier League,22 years,23.6,2107,2036,64,34,9,8,34,1,20,11,9,0,1915,7,15,Midfielder,
Benedikt Gimber,GER,Heidenheim,de Bundesliga,26 years,22.5,846,809,36,33,1,3,3,1,0,0,0,0,681,1,13,Defender,
Gvidas Gineitis,LTU,Torino,it Serie A,19 years,6.0,284,256,27,12,0,2,22,0,15,10,4,0,227,1,7,Midfielder,
Matthias Ginter,GER,Freiburg,de Bundesliga,29 years,21.3,1250,1180,68,38,2,2,16,29,0,0,0,0,1039,2,10,Defender,
Olivier Giroud,FRA,Milan,it Serie A,36 years,26.3,492,435,55,1,2,1,3,3,0,0,0,0,338,2,9,Forward,
Jamie Gittens,ENG,Dortmund,de Bundesliga,18 years,11.8,363,357,5,1,2,2,13,4,0,0,0,0,284,1,13,Forward,Midfielder
Klaus Gjasula,ALB,Darmstadt 98,de Bundesliga,33 years,15.1,746,732,11,11,1,6,7,0,0,0,0,0,615,3,10,Defender,Midfielder
Serge Gnabry,GER,Bayern Munich,de Bundesliga,28 years,4.8,214,205,8,0,3,1,10,6,1,1,0,0,180,1,5,Forward,Midfielder
Ben Godfrey,ENG,Everton,eng Premier League,25 years,12.4,484,363,118,0,0,1,21,118,0,0,0,0,336,3,20,Defender,
Edoardo Goldaniga,ITA,Cagliari,it Serie A,29 years,11.2,553,505,46,19,0,19,10,26,0,0,0,0,438,2,0,Defender,
Pierluigi Gollini,ITA,Napoli,it Serie A,28 years,7.0,266,197,69,16,0,2,0,0,0,0,0,0,218,0,0,Goalkeeper,
Aleksandr Golovin,RUS,Monaco,fr Ligue 1,27 years,23.9,1236,1096,129,34,14,11,110,13,82,26,46,0,935,11,27,Midfielder,Forward
André Gomes,POR,Everton,eng Premier League,30 years,5.6,291,257,32,11,4,3,26,4,10,7,0,0,223,2,7,Midfielder,Forward
Angel Gomes,ENG,Lille,fr Ligue 1,22 years,28.6,1751,1683,63,34,10,22,45,4,24,13,3,0,1566,5,25,Midfielder,
João Gomes,BRA,Wolves,eng Premier League,22 years,29.4,1279,1209,62,35,7,5,25,9,14,4,4,3,1051,8,32,Midfielder,
Toti Gomes,POR,Wolves,eng Premier League,24 years,30.8,1847,1685,158,41,1,5,13,117,0,0,0,0,1516,4,22,Defender,
Joe Gomez,ENG,Liverpool,eng Premier League,26 years,19.8,1345,1172,169,14,3,9,39,153,0,0,0,0,1114,4,29,Defender,
Maxi Gómez,URU,Cádiz,es La Liga,26 years,12.9,255,247,6,1,1,3,20,0,0,0,0,0,132,2,10,Forward,
Moi Gómez,ESP,Osasuna,es La Liga,29 years,22.3,1177,1109,61,29,0,17,52,8,18,3,11,0,953,7,36,Midfielder,Forward
Papu Gómez,ARG,Monza,it Serie A,35 years,0.5,19,13,5,1,1,0,5,0,4,1,2,0,11,1,0,Midfielder,Forward
Sergio Gómez,ESP,Manchester City,eng Premier League,22 years,0.6,54,52,2,0,1,0,4,1,1,1,0,0,46,0,1,Forward,Midfielder
Unai Gómez,ESP,Athletic Club,es La Liga,20 years,9.7,260,234,26,6,1,1,21,0,14,11,1,0,198,0,5,Midfielder,
Iron Gomis,FRA,Salernitana,it Serie A,23 years,1.5,69,67,2,1,0,0,1,0,1,0,0,0,62,0,2,Midfielder,
Maxime Gonalons,FRA,Clermont Foot,fr Ligue 1,34 years,14.4,772,756,15,15,4,13,1,0,0,0,0,0,666,1,13,Midfielder,
Édgar González,ESP,Almería,es La Liga,26 years,28.0,1350,1296,51,35,0,8,2,2,0,0,0,0,1150,3,6,Defender,Midfielder
Enso Gonzalez,PAR,Wolves,eng Premier League,18 years,0.0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Midfielder,Defender
Fabio González,ESP,Las Palmas,es La Liga,26 years,1.4,129,125,4,2,0,1,2,1,0,0,0,0,119,0,1,Midfielder,
Giovanni González,URU,Mallorca,es La Liga,28 years,27.4,1244,1047,187,12,0,4,62,175,0,0,0,0,936,10,31,Defender,
Hugo González,ESP,Valencia,es La Liga,20 years,1.0,39,35,4,1,0,0,9,0,3,0,2,0,24,0,4,Midfielder,Forward
Iñaki González,ESP,Las Palmas,es La Liga,19 years,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Midfielder,
Joan Gonzàlez,ESP,Lecce,it Serie A,21 years,14.3,463,444,16,5,0,7,10,5,0,0,0,0,348,3,10,Midfielder,
Nicolás González,ARG,Fiorentina,it Serie A,25 years,21.3,789,753,33,3,5,15,39,29,1,1,0,0,560,3,27,Forward,
Peter González,DOM,Valencia,es La Liga,21 years,7.2,162,150,12,4,0,0,18,8,0,0,0,0,108,0,12,Midfielder,Forward
Urko González,ESP,Real Sociedad,es La Liga,22 years,1.7,89,89,0,0,0,0,0,0,0,0,0,0,71,0,1,Midfielder,
Anthony Gordon,ENG,Newcastle Utd,eng Premier League,22 years,32.1,1055,963,90,14,8,11,111,20,50,18,16,0,803,2,33,Forward,
Kaide Gordon,ENG,Liverpool,eng Premier League,18 years,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Forward,
Daniel Gore,ENG,Manchester Utd,eng Premier League,18 years,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,
Leon Goretzka,GER,Bayern Munich,de Bundesliga,28 years,24.9,1754,1708,43,30,9,10,10,10,0,0,0,0,1559,3,22,Midfielder,
Mathieu Gorgelin,FRA,Le Havre,fr Ligue 1,32 years,1.0,19,16,3,1,0,0,0,0,0,0,0,0,12,0,0,Goalkeeper,
Andoni Gorosabel,ESP,Alavés,es La Liga,26 years,31.7,1329,1014,311,25,0,3,81,285,1,0,0,0,1059,4,32,Defender,
Robin Gosens,GER,Union Berlin,de Bundesliga,29 years,25.4,1184,961,220,11,3,2,64,207,2,0,2,0,858,3,36,Defender,Midfielder
Mario Götze,GER,Eintracht Frankfurt,de Bundesliga,31 years,23.0,1325,1259,61,23,6,4,54,10,27,9,13,0,1050,5,33,Midfielder,
Amine Gouiri,ALG,Rennes,fr Ligue 1,23 years,23.0,764,741,22,3,2,0,7,3,7,0,0,0,625,1,25,Forward,Midfielder
Jeffrey Gouweleeuw,NED,Augsburg,de Bundesliga,32 years,28.8,1490,1414,64,58,3,17,18,3,0,0,0,0,1147,12,14,Defender,
Pablo Gozalbez,ESP,Valencia,es La Liga,22 years,1.1,32,31,0,0,0,0,1,0,0,0,0,0,16,1,2,Midfielder,Forward
Jonathan Gradit,FRA,Lens,fr Ligue 1,30 years,23.5,1383,1335,43,42,1,14,17,1,0,0,0,0,1181,5,8,Defender,
Jens Grahl,GER,Eintracht Frankfurt,de Bundesliga,34 years,2.0,92,71,21,6,0,0,0,0,0,0,0,0,61,0,0,Goalkeeper,
Samuel Grandsir,FRA,Le Havre,fr Ligue 1,26 years,6.7,292,269,23,6,2,2,44,5,12,3,8,0,209,0,20,Midfielder,Forward
Alberto Grassi,ITA,Empoli,it Serie A,28 years,20.1,861,818,39,31,3,1,5,4,0,0,0,0,696,4,13,Midfielder,
Ryan Gravenberch,NED,Liverpool,eng Premier League,21 years,12.5,504,492,9,3,4,2,4,4,0,0,0,0,415,3,14,Midfielder,
Ryan Gravenberch,NED,Bayern Munich,de Bundesliga,21 years,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Forward,
Adrian Grbić,AUT,Lorient,fr Ligue 1,26 years,0.3,13,10,3,1,0,0,1,0,0,0,0,0,7,0,0,Forward,
Ivo Grbić,CRO,Sheffield Utd,eng Premier League,27 years,8.6,298,162,134,45,0,0,0,0,0,0,0,0,148,2,0,Goalkeeper,
Jack Grealish,ENG,Manchester City,eng Premier League,27 years,11.2,580,560,19,3,3,2,16,11,5,2,0,0,499,1,21,Forward,Midfielder
Mason Greenwood,ENG,Getafe,es La Liga,21 years,29.6,1036,962,66,21,4,32,107,3,39,28,1,0,777,8,24,Midfielder,Forward
Michael Gregoritsch,AUT,Freiburg,de Bundesliga,29 years,18.7,440,422,16,1,0,0,11,0,0,0,0,0,268,2,16,Forward,
Dominik Greif,SVK,Mallorca,es La Liga,26 years,1.0,32,20,12,3,0,0,0,0,0,0,0,0,24,0,0,Goalkeeper,
Antoine Griezmann,FRA,Atlético Madrid,es La Liga,32 years,29.4,1383,1212,161,33,13,14,123,4,94,28,42,0,1062,10,32,Forward,Midfielder
Vincenzo Grifo,ITA,Freiburg,de Bundesliga,30 years,25.8,1335,1131,193,63,7,17,173,13,79,43,28,0,971,11,24,Midfielder,Forward
Florian Grillitsch,AUT,Hoffenheim,de Bundesliga,27 years,25.5,1753,1643,107,71,7,4,17,7,5,1,4,0,1496,3,20,Defender,Midfielder
Álex Grimaldo,ESP,Leverkusen,de Bundesliga,27 years,30.9,2148,1801,338,35,5,11,202,192,111,60,17,1,1762,9,49,Defender,
Christian Groß,GER,Werder Bremen,de Bundesliga,34 years,8.9,499,484,14,9,0,0,8,2,0,0,0,0,427,1,4,Defender,Midfielder
Pascal Groß,GER,Brighton,eng Premier League,32 years,34.6,3223,2903,309,120,5,16,238,47,133,56,57,3,2774,11,41,Midfielder,Defender
Brajan Gruda,GER,Mainz 05,de Bundesliga,19 years,18.2,658,562,95,7,5,2,53,73,12,6,2,0,425,1,24,Midfielder,Forward
Ilia Gruev,BUL,Werder Bremen,de Bundesliga,23 years,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Midfielder,
Vicente Guaita,ESP,Celta Vigo,es La Liga,36 years,26.7,804,524,278,65,0,2,0,0,0,0,0,0,555,2,0,Goalkeeper,
Andrés Guardado,MEX,Betis,es La Liga,36 years,5.0,298,275,22,11,0,7,11,2,9,2,6,0,253,1,5,Midfielder,
Sergi Guardiola,ESP,Cádiz,es La Liga,32 years,5.5,209,202,7,3,0,3,17,1,0,0,0,0,148,0,12,Forward,Midfielder
Nemanja Gudelj,SRB,Sevilla,es La Liga,31 years,19.4,1061,1011,46,43,1,14,3,3,0,0,0,0,914,4,11,Defender,Midfielder
Gabriel Gudmundsson,SWE,Lille,fr Ligue 1,24 years,14.1,560,479,80,11,0,0,36,68,1,0,0,0,437,1,24,Defender,Forward
Gonçalo Guedes,POR,Villarreal,es La Liga,26 years,10.6,333,306,23,2,0,3,27,1,8,1,1,0,255,4,11,Forward,Midfielder
Axel Gueguin,FRA,Montpellier,fr Ligue 1,18 years,1.5,43,38,5,0,0,0,2,5,0,0,0,0,28,0,3,Defender,Forward
Marc Guéhi,ENG,Crystal Palace,eng Premier League,23 years,22.5,1309,1251,56,51,1,18,3,5,0,0,0,0,1138,2,5,Defender,
Mattéo Guendouzi,FRA,Lazio,it Serie A,24 years,26.3,1119,1081,33,16,5,3,42,17,0,0,0,0,926,5,27,Midfielder,
Mattéo Guendouzi,FRA,Marseille,fr Ligue 1,24 years,0.2,12,10,2,1,0,0,1,0,1,0,0,0,9,0,1,Midfielder,
Javier Guerra,ESP,Valencia,es La Liga,20 years,27.8,969,944,21,13,6,12,24,2,0,0,0,0,700,4,31,Midfielder,
Raphaël Guerreiro,POR,Bayern Munich,de Bundesliga,29 years,13.2,1017,940,76,9,0,0,42,52,15,3,9,0,880,1,16,Defender,Midfielder
Axel Guessand,FRA,Udinese,it Serie A,18 years,0.5,27,27,0,0,0,1,0,0,0,0,0,0,21,0,0,Defender,
Evann Guessand,CIV,Nice,fr Ligue 1,22 years,17.3,294,263,31,0,3,1,11,1,0,0,0,0,218,0,12,Forward,
Ander Guevara,ESP,Alavés,es La Liga,26 years,32.6,1471,1431,35,26,8,3,8,2,7,1,0,0,1111,5,35,Midfielder,
Pape Gueye,SEN,Marseille,fr Ligue 1,24 years,8.5,487,475,11,10,0,1,9,1,0,0,0,0,396,1,10,Midfielder,Defender
Josuha Guilavogui,FRA,Mainz 05,de Bundesliga,32 years,4.5,180,171,9,9,0,0,0,0,0,0,0,0,155,0,0,Defender,
Morgan Guilavogui,GUI,Lens,fr Ligue 1,25 years,6.3,222,213,7,0,0,0,5,1,0,0,0,0,166,2,9,Forward,Midfielder
Frederic Guilbert,FRA,Strasbourg,fr Ligue 1,28 years,27.7,1467,1242,224,48,1,7,85,161,15,8,4,1,1108,1,25,Defender,Midfielder
Hugo Guillamón,ESP,Valencia,es La Liga,23 years,14.6,695,649,43,42,2,11,6,0,0,0,0,0,564,3,9,Midfielder,
Bruno Guimarães,BRA,Newcastle Utd,eng Premier League,25 years,36.3,2313,2186,115,100,26,27,32,5,3,1,1,0,1941,12,31,Midfielder,
Serhou Guirassy,GUI,Stuttgart,de Bundesliga,27 years,24.5,777,752,21,1,9,1,1,3,0,0,0,0,629,4,17,Forward,
Marc Guiu,ESP,Barcelona,es La Liga,17 years,0.8,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Forward,Midfielder
Péter Gulácsi,HUN,RB Leipzig,de Bundesliga,33 years,13.0,470,351,119,22,0,0,0,0,0,0,0,0,406,0,0,Goalkeeper,
Manuel Gulde,GER,Freiburg,de Bundesliga,32 years,22.7,1095,1031,62,39,0,6,3,4,0,0,0,0,942,2,6,Defender,
Arda Güler,TUR,Real Madrid,es La Liga,18 years,4.2,218,205,13,4,0,3,13,2,6,5,0,0,183,0,4,Forward,Midfielder
Gerard Gumbau,ESP,Granada,es La Liga,28 years,29.7,1504,1289,201,112,7,24,150,3,86,30,36,1,1079,14,29,Midfielder,
Robert Gumny,POL,Augsburg,de Bundesliga,25 years,5.3,195,144,51,0,0,0,8,51,0,0,0,0,138,0,5,Defender,
İlkay Gündoğan,GER,Barcelona,es La Liga,32 years,33.3,2510,2228,271,96,16,17,157,5,140,60,50,1,2163,11,29,Midfielder,
Christian Günter,GER,Freiburg,de Bundesliga,30 years,11.8,505,409,96,12,0,1,62,68,16,10,4,0,387,0,16,Defender,
Jon Guridi,ESP,Alavés,es La Liga,28 years,29.8,830,805,19,1,2,3,21,1,0,0,0,0,643,6,20,Midfielder,
Gorka Guruzeta,ESP,Athletic Club,es La Liga,26 years,24.6,618,585,30,1,1,3,11,1,0,0,0,0,422,3,27,Forward,
Malo Gusto,FRA,Chelsea,eng Premier League,20 years,19.5,1423,1244,176,38,2,0,64,138,0,0,0,0,1230,3,29,Defender,
Miguel Gutiérrez,ESP,Girona,es La Liga,22 years,33.7,1855,1586,263,28,9,3,97,235,0,0,0,0,1595,6,33,Defender,
Albert Guðmundsson,ISL,Genoa,it Serie A,26 years,33.5,1213,1006,204,80,5,8,179,16,93,34,48,2,907,3,34,Forward,Midfielder
Joško Gvardiol,CRO,Manchester City,eng Premier League,21 years,25.9,1919,1737,178,28,3,10,33,150,0,0,0,0,1671,4,38,Defender,
Emmanuel Gyasi,GHA,Empoli,it Serie A,29 years,20.9,550,500,45,3,1,0,23,41,0,0,0,0,412,5,23,Defender,Forward
Norbert Gyömbér,SVK,Salernitana,it Serie A,31 years,19.6,750,709,39,30,0,1,0,9,0,0,0,0,630,2,2,Defender,
Erling Haaland,NOR,Manchester City,eng Premier League,23 years,28.4,388,375,12,1,2,0,5,1,0,0,0,0,295,1,17,Forward,
Nicolas Haas,SUI,Empoli,it Serie A,27 years,1.0,51,50,1,1,1,0,0,0,0,0,0,0,46,0,1,Midfielder,
Janik Haberer,GER,Union Berlin,de Bundesliga,29 years,13.6,553,517,34,2,0,3,15,29,0,0,0,0,412,2,13,Midfielder,Defender
Robin Hack,GER,Gladbach,de Bundesliga,24 years,15.0,525,485,39,10,3,4,44,3,20,9,9,0,389,1,22,Forward,Midfielder
Antwoine Hackford,ENG,Sheffield Utd,eng Premier League,19 years,0.1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,Forward,
Munir El Haddadi,MAR,Las Palmas,es La Liga,27 years,27.2,760,716,41,16,4,15,41,2,9,4,2,0,584,3,22,Forward,
Jaouen Hadjam,ALG,Nantes,fr Ligue 1,20 years,1.2,103,96,7,1,0,0,12,6,0,0,0,0,80,0,1,Defender,
Ianis Hagi,ROU,Alavés,es La Liga,24 years,8.9,301,227,71,15,4,5,54,15,32,10,12,0,194,3,14,Midfielder,Forward
Amadou Haidara,MLI,RB Leipzig,de Bundesliga,25 years,17.0,825,810,14,13,2,4,4,1,0,0,0,0,694,1,16,Midfielder,
Massadio Haïdara,MLI,Lens,fr Ligue 1,30 years,8.2,431,373,56,12,0,3,22,42,0,0,0,0,358,2,11,Defender,
Oualid El Hajjam,MAR,Le Havre,fr Ligue 1,32 years,4.4,234,203,29,2,0,0,10,27,0,0,0,0,176,2,4,Defender,Midfielder
Achraf Hakimi,MAR,Paris S-G,fr Ligue 1,24 years,21.5,1979,1773,203,29,4,6,79,160,14,1,7,0,1712,3,42,Defender,
Lewis Hall,ENG,Newcastle Utd,eng Premier League,18 years,8.7,552,474,76,11,0,2,23,59,6,6,0,0,452,2,12,Defender,
Sébastien Haller,CIV,Dortmund,de Bundesliga,29 years,4.4,115,109,6,0,1,0,0,0,0,0,0,0,78,0,2,Forward,
Gustavo Hamer,NED,Sheffield Utd,eng Premier League,26 years,32.3,1103,946,152,43,5,9,115,1,78,45,22,4,756,5,27,Midfielder,
Andreas Hanche-Olsen,NOR,Mainz 05,de Bundesliga,26 years,11.0,439,427,10,8,0,4,0,0,0,0,0,0,342,2,2,Defender,
Isak Hansen-Aarøen,NOR,Werder Bremen,de Bundesliga,18 years,0.3,14,13,1,0,0,0,0,1,0,0,0,0,11,0,0,Midfielder,
Ridgeciano Haps,SUR,Genoa,it Serie A,30 years,8.6,221,199,22,0,0,0,16,22,0,0,0,0,161,0,7,Defender,
Genki Haraguchi,JPN,Stuttgart,de Bundesliga,32 years,0.3,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0,Midfielder,
Amine Harit,MAR,Marseille,fr Ligue 1,26 years,20.2,966,904,55,12,9,0,39,14,25,10,7,0,815,7,15,Midfielder,Forward
Luke Harris,WAL,Fulham,eng Premier League,18 years,0.8,14,11,3,0,0,0,0,0,0,0,0,0,11,0,0,Midfielder,
Jack Harrison,ENG,Everton,eng Premier League,26 years,24.6,631,608,17,2,4,0,81,10,4,4,0,0,409,6,32,Midfielder,Forward
Abdou Harroui,NED,Frosinone,it Serie A,25 years,11.3,383,361,18,4,4,2,12,6,2,1,0,0,303,4,11,Midfielder,Forward
Makoto Hasebe,JPN,Eintracht Frankfurt,de Bundesliga,39 years,2.4,189,183,6,6,1,0,1,0,0,0,0,0,166,0,1,Defender,Midfielder
Daiki Hashioka,JPN,Luton Town,eng Premier League,24 years,6.6,282,264,18,1,0,2,9,17,0,0,0,0,227,0,7,Defender,
Hans Hateboer,NED,Atalanta,it Serie A,29 years,12.4,616,515,97,4,0,2,34,93,0,0,0,0,514,4,16,Defender,
Pantelis Hatzidiakos,GRE,Cagliari,it Serie A,26 years,9.5,405,369,31,11,0,4,6,19,0,0,0,0,328,5,6,Defender,
Kai Havertz,GER,Arsenal,eng Premier League,24 years,29.3,955,938,12,3,2,0,12,6,0,0,0,0,764,5,16,Midfielder,Forward
Thorgan Hazard,BEL,Dortmund,de Bundesliga,30 years,0.1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Defender,
Jan Paul van Hecke,NED,Brighton,eng Premier League,23 years,26.3,2415,2344,65,42,3,6,4,6,0,0,0,0,2225,6,4,Defender,
Hwang Hee-chan,KOR,Wolves,eng Premier League,27 years,23.5,551,508,43,1,3,3,11,10,4,0,0,0,424,0,23,Forward,Midfielder
Silvan Hefti,SUI,Genoa,it Serie A,25 years,1.3,39,30,9,0,0,0,2,9,0,0,0,0,24,0,1,Midfielder,Defender
Silvan Hefti,SUI,Montpellier,fr Ligue 1,25 years,7.9,328,268,59,2,0,1,19,57,0,0,0,0,238,1,15,Defender,Forward
Dominique Heintz,GER,Köln,de Bundesliga,29 years,6.3,423,359,64,5,0,2,23,54,0,0,0,0,349,0,6,Defender,
Dean Henderson,ENG,Crystal Palace,eng Premier League,26 years,18.0,485,342,140,35,0,0,0,0,0,0,0,0,280,3,0,Goalkeeper,
Liam Henderson,SCO,Empoli,it Serie A,27 years,0.1,5,3,2,1,0,0,1,0,1,1,0,0,2,0,0,Midfielder,
Benjamin Henrichs,GER,RB Leipzig,de Bundesliga,26 years,28.1,1670,1415,245,23,15,5,67,222,0,0,0,0,1314,10,40,Defender,
Henrique,BRA,Lyon,fr Ligue 1,29 years,6.7,400,342,57,4,0,0,17,53,0,0,0,0,351,1,9,Defender,
Luis Henrique,BRA,Marseille,fr Ligue 1,21 years,8.7,387,369,13,1,0,4,27,11,0,0,0,0,300,5,6,Forward,Defender
Luiz Henrique,BRA,Betis,es La Liga,22 years,6.8,211,207,3,1,1,2,24,1,1,0,0,0,146,1,11,Forward,
Matheus Henrique,BRA,Sassuolo,it Serie A,25 years,27.8,1017,963,51,22,5,16,26,9,15,5,8,0,831,3,17,Midfielder,
Rico Henry,ENG,Brentford,eng Premier League,26 years,4.5,183,165,17,2,0,3,11,15,0,0,0,0,147,1,4,Defender,
Thomas Henry,FRA,Hellas Verona,it Serie A,28 years,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2,Forward,
Christophe Hérelle,MTQ,Metz,fr Ligue 1,30 years,18.0,609,580,28,27,0,2,1,1,0,0,0,0,543,1,4,Defender,
Mario Hermoso,ESP,Atlético Madrid,es La Liga,28 years,28.4,1947,1747,194,65,2,47,38,123,0,0,0,0,1676,6,25,Defender,
Javi Hernández,ESP,Cádiz,es La Liga,25 years,27.9,1292,992,299,62,1,4,127,193,44,15,22,0,922,1,27,Defender,
Aridane Hernández,ESP,Rayo Vallecano,es La Liga,34 years,18.8,788,748,38,36,0,2,0,2,0,0,0,0,675,2,2,Defender,
Lucas Hernández,FRA,Paris S-G,fr Ligue 1,27 years,21.2,1859,1686,169,41,1,16,19,128,0,0,0,0,1670,4,20,Defender,
Luis Hernández,ESP,Cádiz,es La Liga,34 years,8.0,363,297,66,8,1,2,2,58,0,0,0,0,257,0,1,Defender,
Theo Hernández,FRA,Milan,it Serie A,25 years,31.0,1994,1738,252,80,6,17,68,146,18,4,7,0,1717,4,45,Defender,
Jorge Herrando,ESP,Osasuna,es La Liga,22 years,18.3,738,679,58,34,0,3,0,1,0,0,0,0,589,1,11,Defender,
Ander Herrera,ESP,Athletic Club,es La Liga,33 years,11.4,756,727,24,20,4,4,13,1,0,0,0,0,643,5,6,Midfielder,
Cristian Herrera,ESP,Las Palmas,es La Liga,32 years,1.8,101,98,3,1,0,0,1,1,0,0,0,0,92,0,2,Forward,Midfielder
Sergio Herrera,ESP,Osasuna,es La Liga,30 years,31.9,1185,842,341,118,0,0,0,1,0,0,0,0,766,2,1,Goalkeeper,
Yangel Herrera,VEN,Girona,es La Liga,25 years,23.4,1137,1110,22,7,1,6,29,2,0,0,0,0,972,5,14,Midfielder,
Patrick Herrmann,GER,Gladbach,de Bundesliga,32 years,1.0,44,37,7,1,0,0,5,0,6,4,0,0,29,0,1,Forward,Defender
Juan Herzog,ESP,Las Palmas,es La Liga,20 years,3.2,220,206,14,12,0,0,0,0,0,0,0,0,195,0,6,Defender,
Son Heung-min,KOR,Tottenham,eng Premier League,31 years,32.6,1075,996,75,3,17,2,36,10,3,0,0,0,887,4,36,Forward,
Aaron Hickey,SCO,Brentford,eng Premier League,21 years,7.9,277,254,23,3,1,3,5,20,0,0,0,0,243,0,7,Defender,
Isak Hien,SWE,Hellas Verona,it Serie A,24 years,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2,Defender,
Isak Hien,SWE,Atalanta,it Serie A,24 years,10.4,472,451,21,14,0,1,0,1,0,0,0,0,417,0,2,Defender,
James Hill,ENG,Bournemouth,eng Premier League,21 years,0.8,42,34,8,0,0,0,0,8,0,0,0,0,28,0,2,Defender,
Piero Hincapié,ECU,Leverkusen,de Bundesliga,21 years,16.5,1435,1375,58,18,2,5,8,30,0,0,0,0,1307,2,8,Defender,
Jack Hinshelwood,ENG,Brighton,eng Premier League,18 years,9.7,498,431,67,14,0,3,10,53,0,0,0,0,418,0,4,Defender,
Adam Hložek,CZE,Leverkusen,de Bundesliga,21 years,5.1,152,151,1,0,0,0,0,1,0,0,0,0,123,0,4,Midfielder,Forward
Nicolas Höfler,GER,Freiburg,de Bundesliga,33 years,25.9,1153,1098,52,26,0,3,2,1,0,0,0,0,985,3,19,Midfielder,
Jonas Hofmann,GER,Leverkusen,de Bundesliga,31 years,24.5,1530,1355,169,28,7,10,126,33,97,47,23,1,1214,6,43,Midfielder,
Philipp Hofmann,GER,Bochum,de Bundesliga,30 years,17.5,416,403,11,0,1,0,3,0,0,0,0,0,266,2,9,Forward,
Lucas Höler,GER,Freiburg,de Bundesliga,29 years,25.6,739,717,16,4,2,3,12,3,0,0,0,0,494,6,28,Forward,Midfielder
Mason Holgate,ENG,Sheffield Utd,eng Premier League,26 years,7.9,211,169,41,3,0,1,7,38,0,0,0,0,138,1,2,Defender,
Fabian Holland,GER,Darmstadt 98,de Bundesliga,33 years,20.4,919,836,78,30,3,4,26,40,8,2,5,0,720,5,24,Midfielder,Defender
Benedict Hollerbach,GER,Union Berlin,de Bundesliga,22 years,14.2,398,382,14,0,0,2,44,5,0,0,0,0,253,2,38,Forward,Midfielder
Emil Holm,SWE,Atalanta,it Serie A,23 years,10.5,457,362,94,2,1,1,35,92,0,0,0,0,304,1,21,Defender,
Gerrit Holtmann,PHI,Darmstadt 98,de Bundesliga,28 years,4.4,155,143,12,0,0,0,12,12,0,0,0,0,113,0,5,Midfielder,Forward
Martin Hongla,CMR,Hellas Verona,it Serie A,25 years,12.0,474,448,24,19,0,2,4,4,0,0,0,0,391,2,5,Midfielder,
