Player,Nation,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Position 1,Position 2
Arnaut Danjuma,NED,Everton,eng Premier League,26 years,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,2.6,2.6,0.1,-1.6,-1.6,Midfielder,Forward
Jayden Danns,ENG,Liverpool,eng Premier League,17 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Kevin Danso,AUT,Lens,fr Ligue 1,24 years,29.5,1,21,5,23.8,0.71,0.17,0.05,0.2,14.2,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Defender,
Dante,BRA,Nice,fr Ligue 1,39 years,31.6,1,15,5,33.3,0.47,0.16,0.07,0.2,13.9,0,0,0,0.9,0.9,0.06,0.1,0.1,Defender,
Raimane Daou,COM,Marseille,fr Ligue 1,18 years,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,Midfielder
Mohamed Daramy,DEN,Reims,fr Ligue 1,21 years,18.3,4,30,10,33.3,1.64,0.55,0.1,0.3,14.8,0,1,1,4.6,3.8,0.13,-0.6,-0.8,Forward,Midfielder
Sergi Darder,ESP,Mallorca,es La Liga,29 years,24.0,2,32,12,37.5,1.34,0.5,0.06,0.17,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,Midfielder,
Achraf Dari,MAR,Brest,fr Ligue 1,24 years,1.3,0,1,1,100.0,0.74,0.74,0.0,0.0,14.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Defender,Forward
Matteo Darmian,ITA,Inter,it Serie A,33 years,26.7,2,10,5,50.0,0.37,0.19,0.2,0.4,15.7,0,0,0,1.2,1.2,0.12,0.8,0.8,Defender,
Lukas Daschner,GER,Bochum,de Bundesliga,24 years,6.0,1,13,5,38.5,2.18,0.84,0.08,0.2,16.7,0,0,0,2.3,2.3,0.18,-1.3,-1.3,Midfielder,Forward
Josh Dasilva,ENG,Brentford,eng Premier League,24 years,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,Forward
David Datro Fofana,CIV,Burnley,eng Premier League,20 years,9.8,4,19,10,52.6,1.95,1.02,0.21,0.4,14.0,0,0,0,4.5,4.5,0.24,-0.5,-0.5,Forward,
David Datro Fofana,CIV,Union Berlin,de Bundesliga,20 years,7.6,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,2.8,2.8,0.11,-1.8,-1.8,Forward,Midfielder
Juan David Cabal,COL,Hellas Verona,it Serie A,22 years,16.6,0,12,3,25.0,0.72,0.18,0.0,0.0,17.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Defender,
Jonathan David,CAN,Lille,fr Ligue 1,23 years,29.2,19,76,43,56.6,2.6,1.47,0.22,0.4,14.1,0,2,3,17.5,15.0,0.2,1.5,2.0,Forward,
Alphonso Davies,CAN,Bayern Munich,de Bundesliga,22 years,22.9,2,13,4,30.8,0.57,0.17,0.15,0.5,22.2,0,0,0,1.0,1.0,0.08,1.0,1.0,Defender,
Ben Davies,WAL,Tottenham,eng Premier League,30 years,12.1,1,12,2,16.7,0.99,0.17,0.08,0.5,11.8,0,0,0,2.3,2.3,0.19,-1.3,-1.3,Defender,
Tom Davies,ENG,Sheffield Utd,eng Premier League,25 years,2.5,0,4,1,25.0,1.63,0.41,0.0,0.0,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Midfielder,
Keinan Davis,ENG,Udinese,it Serie A,25 years,2.1,1,6,3,50.0,2.9,1.45,0.17,0.33,14.9,0,0,0,0.5,0.5,0.08,0.5,0.5,Forward,Midfielder
Paweł Dawidowicz,POL,Hellas Verona,it Serie A,28 years,23.8,0,9,1,11.1,0.38,0.04,0.0,0.0,11.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Defender,
Craig Dawson,ENG,Wolves,eng Premier League,33 years,24.5,1,16,5,31.3,0.65,0.2,0.06,0.2,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Defender,
Kevin De Bruyne,BEL,Manchester City,eng Premier League,32 years,13.6,4,44,17,38.6,3.24,1.25,0.09,0.24,21.4,6,0,0,2.4,2.4,0.05,1.6,1.6,Midfielder,
Bobby De Cordova-Reid,JAM,Fulham,eng Premier League,30 years,15.8,6,33,8,24.2,2.09,0.51,0.18,0.75,15.7,0,0,0,4.6,4.6,0.14,1.4,1.4,Forward,
Charles De Ketelaere,BEL,Atalanta,it Serie A,22 years,22.5,10,44,24,54.5,1.95,1.07,0.2,0.38,14.2,0,1,1,7.1,6.3,0.14,2.9,2.7,Forward,Midfielder
Rodrigo De Paul,ARG,Atlético Madrid,es La Liga,29 years,23.1,3,30,12,40.0,1.3,0.52,0.1,0.25,19.8,1,0,0,1.8,1.8,0.06,1.2,1.2,Midfielder,
Mattia De Sciglio,ITA,Juventus,it Serie A,30 years,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Lorenzo De Silvestri,ITA,Bologna,it Serie A,35 years,7.5,2,4,2,50.0,0.53,0.27,0.5,1.0,17.8,0,0,0,0.2,0.2,0.05,1.8,1.8,Defender,
Thibault De Smet,BEL,Reims,fr Ligue 1,25 years,20.3,0,4,0,0.0,0.2,0.0,0.0,,15.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Defender,
Koni De Winter,BEL,Genoa,it Serie A,21 years,26.4,0,11,1,9.1,0.42,0.04,0.0,0.0,9.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Defender,
Grégoire Defrel,MTQ,Sassuolo,it Serie A,32 years,8.4,1,12,3,25.0,1.43,0.36,0.08,0.33,21.5,0,0,0,1.0,1.0,0.08,0.0,0.0,Forward,Midfielder
Alessandro Deiola,ITA,Cagliari,it Serie A,27 years,17.9,1,25,6,24.0,1.4,0.34,0.04,0.17,17.2,2,0,0,2.5,2.5,0.1,-1.5,-1.5,Midfielder,
Romain Del Castillo,FRA,Brest,fr Ligue 1,27 years,27.7,8,37,14,37.8,1.33,0.5,0.14,0.36,20.3,3,3,3,5.2,2.9,0.08,2.8,2.1,Forward,
Thomas Delaine,FRA,Strasbourg,fr Ligue 1,31 years,22.7,1,12,2,16.7,0.53,0.09,0.08,0.5,15.1,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Defender,Midfielder
Sacha Delaye,FRA,Montpellier,fr Ligue 1,21 years,1.4,0,5,2,40.0,3.46,1.38,0.0,0.0,21.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Midfielder,Forward
Hannes Delcroix,BEL,Burnley,eng Premier League,24 years,6.5,0,4,2,50.0,0.61,0.31,0.0,0.0,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Defender,
Alessandro Dellavalle,ITA,Torino,it Serie A,19 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Olivier Deman,BEL,Werder Bremen,de Bundesliga,23 years,15.2,2,17,7,41.2,1.12,0.46,0.12,0.29,14.2,0,0,0,1.1,1.1,0.06,0.9,0.9,Defender,
Karamoko Dembélé,ENG,Brest,fr Ligue 1,20 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,Forward
Ousmane Dembélé,FRA,Paris S-G,fr Ligue 1,26 years,16.7,3,43,14,32.6,2.57,0.84,0.07,0.21,17.1,0,0,0,4.4,4.4,0.1,-1.4,-1.4,Midfielder,Forward
Jessy Deminguet,FRA,Strasbourg,fr Ligue 1,25 years,7.7,0,3,1,33.3,0.39,0.13,0.0,0.0,9.1,0,0,0,0.3,0.3,0.1,-0.3,-0.3,Midfielder,Forward
Ermedin Demirović,BIH,Augsburg,de Bundesliga,25 years,31.9,15,77,32,41.6,2.41,1.0,0.16,0.38,14.0,0,3,4,13.5,10.3,0.13,1.5,1.7,Forward,Midfielder
Diego Demme,GER,Napoli,it Serie A,31 years,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Sepp van den Berg,NED,Mainz 05,de Bundesliga,21 years,31.5,3,25,11,44.0,0.79,0.35,0.12,0.27,9.1,0,0,0,2.7,2.7,0.11,0.3,0.3,Defender,
Leander Dendoncker,BEL,Aston Villa,eng Premier League,28 years,1.3,1,2,1,50.0,1.51,0.76,0.5,1.0,12.5,0,0,0,0.7,0.7,0.37,0.3,0.3,Midfielder,
Leander Dendoncker,BEL,Napoli,it Serie A,28 years,0.3,0,1,0,0.0,3.75,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Midfielder,
Rémy Descamps,FRA,Nantes,fr Ligue 1,27 years,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Mikkel Desler,DEN,Toulouse,fr Ligue 1,28 years,17.2,0,16,0,0.0,0.93,0.0,0.0,,18.3,0,0,0,1.1,1.0,0.06,-1.1,-1.0,Defender,
Arthur Desmas,FRA,Le Havre,fr Ligue 1,29 years,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Mattia Destro,ITA,Empoli,it Serie A,32 years,4.1,0,11,4,36.4,2.7,0.98,0.0,0.0,15.0,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Forward,Midfielder
Samuele Di Benedetto,GER,Stuttgart,de Bundesliga,18 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Federico Di Francesco,ITA,Lecce,it Serie A,29 years,0.2,1,2,1,50.0,12.0,6.0,0.5,1.0,31.9,0,0,0,0.1,0.1,0.04,0.9,0.9,Forward,Midfielder
Raffaele Di Gennaro,ITA,Inter,it Serie A,29 years,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Michele Di Gregorio,ITA,Monza,it Serie A,26 years,31.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Giovanni Di Lorenzo,ITA,Napoli,it Serie A,29 years,35.9,1,37,6,16.2,1.03,0.17,0.03,0.17,13.4,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Defender,
Alessandro Di Pardo,ITA,Cagliari,it Serie A,24 years,4.0,0,3,0,0.0,0.75,0.0,0.0,,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,Midfielder
Boulaye Dia,SEN,Salernitana,it Serie A,26 years,12.7,4,28,9,32.1,2.2,0.71,0.11,0.33,16.0,0,1,1,3.9,3.1,0.11,0.1,-0.1,Forward,Midfielder
Moussa Diaby,FRA,Aston Villa,eng Premier League,24 years,24.2,6,54,22,40.7,2.24,0.91,0.11,0.27,15.9,0,0,0,7.0,7.0,0.13,-1.0,-1.0,Forward,Midfielder
Lamine Diack,SEN,Nantes,fr Ligue 1,22 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Mouctar Diakhaby,GUI,Valencia,es La Liga,26 years,11.9,1,7,3,42.9,0.59,0.25,0.14,0.33,13.9,0,0,0,0.7,0.7,0.1,0.3,0.3,Defender,Midfielder
Mamadou Diakhon,FRA,Reims,fr Ligue 1,17 years,2.3,0,1,1,100.0,0.43,0.43,0.0,0.0,20.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Forward,Midfielder
Bafodé Diakité,FRA,Lille,fr Ligue 1,22 years,18.8,5,16,7,43.8,0.85,0.37,0.31,0.71,8.7,0,0,0,2.0,2.0,0.13,3.0,3.0,Defender,
Ibrahim Diakité,GUI,Reims,fr Ligue 1,19 years,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Moussa Diakité,MLI,Cádiz,es La Liga,19 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Oumar Diakité,CIV,Reims,fr Ligue 1,19 years,17.6,5,35,11,31.4,1.99,0.62,0.14,0.45,14.8,0,0,1,7.0,6.2,0.18,-2.0,-1.2,Forward,
Amad Diallo,CIV,Manchester Utd,eng Premier League,21 years,4.3,1,10,4,40.0,2.31,0.92,0.1,0.25,19.3,0,0,0,0.5,0.5,0.05,0.5,0.5,Forward,Midfielder
Amadou Diallo,ENG,Newcastle Utd,eng Premier League,20 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Assane Diao,SEN,Betis,es La Liga,17 years,11.6,2,21,3,14.3,1.8,0.26,0.1,0.67,13.7,0,0,0,2.5,2.5,0.12,-0.5,-0.5,Forward,
Habib Diarra,SEN,Strasbourg,fr Ligue 1,19 years,25.6,3,38,14,36.8,1.48,0.55,0.05,0.14,21.2,1,1,1,3.4,2.7,0.07,-0.4,-0.7,Midfielder,Forward
Moussa Diarra,MLI,Toulouse,fr Ligue 1,22 years,15.5,1,5,2,40.0,0.32,0.13,0.2,0.5,14.0,0,0,0,0.5,0.5,0.09,0.5,0.5,Defender,
Rúben Dias,POR,Manchester City,eng Premier League,26 years,28.4,0,20,8,40.0,0.7,0.28,0.0,0.0,15.2,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Defender,
Krépin Diatta,SEN,Monaco,fr Ligue 1,24 years,13.4,0,9,0,0.0,0.67,0.0,0.0,,23.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Defender,Forward
Mory Diaw,SEN,Clermont Foot,fr Ligue 1,30 years,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Mahamadou Diawara,FRA,Lyon,fr Ligue 1,18 years,4.0,0,6,0,0.0,1.51,0.0,0.0,,15.3,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Midfielder,
Brahim Díaz,MAR,Real Madrid,es La Liga,23 years,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,16.0,0,0,0,5.7,5.7,0.15,2.3,2.3,Forward,Midfielder
Luis Díaz,COL,Liverpool,eng Premier League,26 years,29.2,8,94,32,34.0,3.22,1.1,0.09,0.25,15.0,0,0,0,11.9,11.9,0.13,-3.9,-3.9,Forward,
Víctor Díaz,ESP,Granada,es La Liga,35 years,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,Midfielder
Famara Diedhiou,SEN,Granada,es La Liga,30 years,1.0,0,5,3,60.0,5.06,3.03,0.0,0.0,18.1,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Forward,Midfielder
Justin Diehl,GER,Köln,de Bundesliga,18 years,1.9,0,7,2,28.6,3.75,1.07,0.0,0.0,23.1,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Forward,Midfielder
Bamba Dieng,SEN,Lorient,fr Ligue 1,23 years,6.1,4,17,7,41.2,2.79,1.15,0.24,0.57,16.1,2,0,0,3.2,3.2,0.19,0.8,0.8,Forward,
Eric Dier,ENG,Tottenham,eng Premier League,29 years,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Eric Dier,ENG,Bayern Munich,de Bundesliga,29 years,13.0,0,9,3,33.3,0.69,0.23,0.0,0.0,10.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Defender,
Guillaume Dietsch,FRA,Metz,fr Ligue 1,22 years,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Florian Dietz,GER,Köln,de Bundesliga,24 years,0.8,0,3,1,33.3,3.86,1.29,0.0,0.0,15.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Forward,Midfielder
Lucas Digne,FRA,Aston Villa,eng Premier League,30 years,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,20.0,6,0,0,1.1,1.1,0.05,-0.1,-0.1,Defender,
Federico Dimarco,ITA,Inter,it Serie A,25 years,23.1,5,51,19,37.3,2.21,0.82,0.1,0.26,21.0,3,0,0,2.9,2.7,0.05,2.1,2.3,Defender,
Stole Dimitrievski,MKD,Rayo Vallecano,es La Liga,29 years,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Junior Dina Ebimbe,FRA,Eintracht Frankfurt,de Bundesliga,22 years,21.7,5,52,15,28.8,2.39,0.69,0.1,0.33,15.1,0,0,0,5.0,5.0,0.1,0.0,0.0,Midfielder,Defender
Eren Dinkçi,GER,Heidenheim,de Bundesliga,21 years,29.4,10,49,21,42.9,1.66,0.71,0.2,0.48,19.7,0,0,0,4.3,4.3,0.09,5.7,5.7,Forward,Midfielder
Sinaly Diomande,CIV,Lyon,fr Ligue 1,22 years,9.9,0,6,1,16.7,0.61,0.1,0.0,0.0,11.1,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Defender,
Edan Diop,FRA,Monaco,fr Ligue 1,18 years,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,Defender
Issa Diop,FRA,Fulham,eng Premier League,26 years,15.8,0,5,1,20.0,0.32,0.06,0.0,0.0,14.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Defender,
Sofiane Diop,FRA,Nice,fr Ligue 1,23 years,5.5,0,14,6,42.9,2.53,1.08,0.0,0.0,20.7,2,0,0,1.2,1.2,0.09,-1.2,-1.2,Forward,
Andy Diouf,FRA,Lens,fr Ligue 1,20 years,14.6,1,27,8,29.6,1.85,0.55,0.04,0.13,24.1,1,0,0,1.5,1.5,0.06,-0.5,-0.5,Midfielder,
Yehvann Diouf,FRA,Reims,fr Ligue 1,23 years,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Axel Disasi,FRA,Chelsea,eng Premier League,25 years,28.7,2,16,4,25.0,0.56,0.14,0.13,0.5,10.3,0,0,0,2.4,2.4,0.15,-0.4,-0.4,Defender,
Tiago Djaló,POR,Juventus,it Serie A,23 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Chaim El Djebali,TUN,Lyon,fr Ligue 1,19 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Djené,TOG,Getafe,es La Liga,31 years,27.6,0,6,1,16.7,0.22,0.04,0.0,0.0,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Defender,Midfielder
Koffi Djidji,CIV,Torino,it Serie A,30 years,8.4,0,2,0,0.0,0.24,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,
Berat Djimsiti,ALB,Atalanta,it Serie A,30 years,31.5,0,13,0,0.0,0.41,0.0,0.0,,10.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Defender,
Marko Dmitrović,SRB,Sevilla,es La Liga,31 years,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Ben Doak,SCO,Liverpool,eng Premier League,17 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Ritsu Doan,JPN,Freiburg,de Bundesliga,25 years,25.0,7,37,19,51.4,1.48,0.76,0.19,0.37,15.4,0,0,0,5.0,5.0,0.13,2.0,2.0,Defender,Midfielder
Lewis Dobbin,ENG,Everton,eng Premier League,20 years,2.6,1,5,2,40.0,1.94,0.78,0.2,0.5,15.6,0,0,0,0.3,0.3,0.06,0.7,0.7,Midfielder,
Dodô,BRA,Fiorentina,it Serie A,24 years,5.8,0,2,1,50.0,0.34,0.17,0.0,0.0,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Defender,
Danilho Doekhi,NED,Union Berlin,de Bundesliga,25 years,24.0,2,16,2,12.5,0.67,0.08,0.13,1.0,10.0,0,0,0,1.2,1.2,0.07,0.8,0.8,Defender,
Matt Doherty,IRL,Wolves,eng Premier League,31 years,12.8,1,9,3,33.3,0.7,0.23,0.11,0.33,10.8,0,0,0,0.8,0.8,0.09,0.2,0.2,Defender,Midfielder
Josh Doig,SCO,Hellas Verona,it Serie A,21 years,9.2,0,5,1,20.0,0.54,0.11,0.0,0.0,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Defender,
Josh Doig,SCO,Sassuolo,it Serie A,21 years,14.9,0,8,2,25.0,0.54,0.13,0.0,0.0,20.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Defender,
Jeremy Doku,BEL,Manchester City,eng Premier League,21 years,17.7,3,55,19,34.5,3.1,1.07,0.05,0.16,16.4,0,0,0,2.5,2.5,0.05,0.5,0.5,Forward,Midfielder
Jeremy Doku,BEL,Rennes,fr Ligue 1,21 years,1.2,1,6,4,66.7,4.86,3.24,0.17,0.25,13.6,0,0,0,0.6,0.6,0.1,0.4,0.4,Forward,
Jaume Doménech,ESP,Valencia,es La Liga,32 years,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Carlos Dominguez,ESP,Celta Vigo,es La Liga,22 years,17.6,0,5,0,0.0,0.28,0.0,0.0,,15.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Defender,
Mario Dominguez,ESP,Valencia,es La Liga,19 years,0.3,0,3,1,33.3,10.8,3.6,0.0,0.0,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Forward,
Nicolás Domínguez,ARG,Nottingham Forest,eng Premier League,25 years,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,0.7,0.7,Midfielder,Forward
Nicolás Domínguez,ARG,Bologna,it Serie A,25 years,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Giulio Donati,ITA,Monza,it Serie A,33 years,0.4,0,1,1,100.0,2.5,2.5,0.0,0.0,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Defender,
Jamie Donley,NIR,Tottenham,eng Premier League,18 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Gianluigi Donnarumma,ITA,Paris S-G,fr Ligue 1,24 years,24.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Patrick Dorgu,DEN,Lecce,it Serie A,18 years,17.4,2,18,7,38.9,1.04,0.4,0.11,0.29,17.8,0,0,0,2.0,2.0,0.11,0.0,0.0,Defender,Midfielder
Niklas Dorsch,GER,Augsburg,de Bundesliga,25 years,15.4,0,14,0,0.0,0.91,0.0,0.0,,25.1,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Midfielder,
Alberto Dossena,ITA,Cagliari,it Serie A,24 years,33.1,2,24,6,25.0,0.73,0.18,0.08,0.33,11.3,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Defender,
Carlos Dotor,ESP,Celta Vigo,es La Liga,22 years,7.9,0,4,0,0.0,0.51,0.0,0.0,,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Midfielder,
Abdoulaye Doucouré,MLI,Everton,eng Premier League,30 years,29.2,7,47,21,44.7,1.61,0.72,0.15,0.33,12.2,0,0,0,8.8,8.8,0.2,-1.8,-1.8,Forward,Midfielder
Cheick Doucouré,MLI,Crystal Palace,eng Premier League,23 years,10.2,0,6,2,33.3,0.59,0.2,0.0,0.0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Midfielder,
Siriné Doucouré,MLI,Lorient,fr Ligue 1,21 years,4.7,1,9,5,55.6,1.91,1.06,0.11,0.2,12.6,0,0,0,0.9,0.9,0.1,0.1,0.1,Forward,
Désiré Doué,FRA,Rennes,fr Ligue 1,18 years,18.1,4,34,13,38.2,1.88,0.72,0.12,0.31,19.1,0,0,0,2.4,2.4,0.07,1.6,1.6,Midfielder,Forward
Guela Doué,CIV,Rennes,fr Ligue 1,20 years,13.7,0,15,3,20.0,1.09,0.22,0.0,0.0,22.0,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Defender,
Alfie Doughty,ENG,Luton Town,eng Premier League,23 years,32.5,2,26,8,30.8,0.8,0.25,0.08,0.25,16.3,2,0,0,1.3,1.3,0.05,0.7,0.7,Defender,
Douglas,BRA,Nantes,fr Ligue 1,26 years,19.7,0,16,5,31.3,0.81,0.25,0.0,0.0,20.0,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Midfielder,
Ismaël Doukouré,FRA,Strasbourg,fr Ligue 1,20 years,18.4,0,9,0,0.0,0.49,0.0,0.0,,25.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Midfielder,Defender
Kamory Doumbia,MLI,Brest,fr Ligue 1,20 years,9.8,6,25,11,44.0,2.56,1.13,0.24,0.55,17.1,0,0,0,4.2,4.2,0.17,1.8,1.8,Midfielder,
Anastasios Douvikas,GRE,Celta Vigo,es La Liga,23 years,10.1,7,26,15,57.7,2.59,1.49,0.27,0.47,13.5,0,0,0,4.6,4.6,0.18,2.4,2.4,Forward,
Artem Dovbyk,UKR,Girona,es La Liga,26 years,28.7,24,77,36,46.8,2.68,1.25,0.22,0.47,12.4,1,7,8,24.2,17.9,0.23,-0.2,-0.9,Forward,
Nikola Dovedan,AUT,Heidenheim,de Bundesliga,29 years,7.3,3,14,5,35.7,1.92,0.69,0.21,0.6,16.1,0,0,0,1.9,1.9,0.14,1.1,1.1,Midfielder,Forward
Damion Downs,USA,Köln,de Bundesliga,19 years,2.0,2,5,2,40.0,2.49,0.99,0.4,1.0,10.9,0,0,0,1.0,1.0,0.21,1.0,1.0,Forward,Midfielder
Tommy Doyle,ENG,Wolves,eng Premier League,21 years,13.6,0,14,3,21.4,1.03,0.22,0.0,0.0,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4,Midfielder,
Radu Drăgușin,ROU,Tottenham,eng Premier League,21 years,4.8,0,1,0,0.0,0.21,0.0,0.0,,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Defender,
Radu Drăgușin,ROU,Genoa,it Serie A,21 years,19.0,2,17,4,23.5,0.89,0.21,0.12,0.5,12.5,0,0,0,1.0,1.0,0.06,1.0,1.0,Defender,
Dion Drena Beljo,CRO,Augsburg,de Bundesliga,21 years,6.5,2,19,7,36.8,2.94,1.08,0.11,0.29,13.4,0,0,0,3.0,3.0,0.16,-1.0,-1.0,Forward,Midfielder
Tim Drexler,GER,Hoffenheim,de Bundesliga,18 years,6.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Domingos Duarte,POR,Getafe,es La Liga,28 years,10.1,0,1,0,0.0,0.1,0.0,0.0,,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Defender,
Rubén Duarte,ESP,Alavés,es La Liga,27 years,20.9,2,15,5,33.3,0.72,0.24,0.13,0.4,24.6,3,0,0,0.7,0.7,0.05,1.3,1.3,Defender,
Martin Dúbravka,SVK,Newcastle Utd,eng Premier League,34 years,22.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Marvin Ducksch,GER,Werder Bremen,de Bundesliga,29 years,30.0,12,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12,5,6,12.8,7.9,0.11,-0.8,-0.9,Forward,
Ondrej Duda,SVK,Hellas Verona,it Serie A,28 years,27.3,1,23,6,26.1,0.84,0.22,0.04,0.17,23.5,3,0,1,2.2,1.4,0.06,-1.2,-0.4,Midfielder,
